Subject,ckOrder,ckCode,ckAlignCode,StrandCode,Strand/Domain,Category/Cluster,CCSS Standard,,,GRADE,STRAND,#,letter,merged for check against ckCode,PARSED CODES are grouped here - these have been checked against column C and all miskeys should be corrected as of 4/9/12
Math,1050,7.EE.4.a,7EE.4.a,EE7.4.a,Expressions & Equations,Solve real-life and mathematical problems using numerical and algebraic expressions and equations. ,"Solve word problems leading to equations of the form px + q = r and p(x + q) = r, where p, q, and r are specific rational numbers. Solve equations of these forms fluently. Compare an algebraic solution to an arithmetic solution, identifying the sequence of the operations used in each approach. For example, The perimeter of a rectangle is 54 cm. Its length is 6 cm. What is its width?",,,7,EE,4,a,7.EE.4.a,
Math,1051,7.EE.4.b,7EE.4.b,EE7.4.b,Expressions & Equations,Solve real-life and mathematical problems using numerical and algebraic expressions and equations. ,"Solve word problems leading to inequalities of the form px + q > r or px + q < r, where p, q, and r are specific rational numbers. Graph the solution set of the inequality and interpret it in the context of the problem. For example, As a salesperson, you are paid $50 per week plus $3 per sale. This week you want your pay to be at least $100. Write an inequality for the number of sales you need to make, and describe the solutions.",,,7,EE,4,b,7.EE.4.b,
Math,1052,7.G.1,7G.1,G7.1,Geometry,"Draw, construct, and describe geometrical figures and describe the relationships between them.","Solve problems involving scale drawings of geometric figures, including computing actual lengths and areas from a scale drawing and reproducing a scale drawing at a different scale.",,,7,G,1,,7.G.1,
Math,1053,7.G.2,7G.2,G7.2,Geometry,"Draw, construct, and describe geometrical figures and describe the relationships between them.","Draw (freehand, with ruler and protractor, and with technology) geometric shapes with given conditions. Focus on constructing triangles from three measures of angles or sides, noticing when the conditions determine a unique triangle, more than one triangle, or no triangle.",,,7,G,2,,7.G.2,
Math,1054,7.G.3,7G.3,G7.3,Geometry,"Draw, construct, and describe geometrical figures and describe the relationships between them.","Describe the two-dimensional figures that result from slicing three-dimensional figures, as in plane sections of right rectangular prisms and right rectangular pyramids.",,,7,G,3,,7.G.3,
Math,1055,7.G.4,7G.4,G7.4,Geometry,"Solve real-life and mathematical problems involving angle measure, area, surface area, and volume.",Know the formulas for the area and circumference of a circle and use them to solve problems; give an informal derivation of the relationship between the circumference and area of a circle.,,,7,G,4,,7.G.4,
Math,1056,7.G.5,7G.5,G7.5,Geometry,"Solve real-life and mathematical problems involving angle measure, area, surface area, and volume.","Use facts about supplementary, complementary, vertical, and adjacent angles in a multi-step problem to write and solve simple equations for an unknown angle in a figure.",,,7,G,5,,7.G.5,
Math,1057,7.G.6,7G.6,G7.6,Geometry,"Solve real-life and mathematical problems involving angle measure, area, surface area, and volume.","Solve real-world and mathematical problems involving area, volume and surface area of two- and three-dimensional objects composed of triangles, quadrilaterals, polygons, cubes, and right prisms.",,,7,G,6,,7.G.6,
Math,1058,7.SP.1,7SP.1,SP7.1,Statistics & Probability,Use random sampling to draw inferences about a population.,Understand that statistics can be used to gain information about a population by examining a sample of the population; generalizations about a population from a sample are valid only if the sample is representative of that population. Understand that random sampling tends to produce representative samples and support valid inferences.,,,7,SP,1,,7.SP.1,
Math,1059,7.SP.2,7SP.2,SP7.2,Statistics & Probability,Use random sampling to draw inferences about a population.,"Use data from a random sample to draw inferences about a population with an unknown characteristic of interest.  Generate multiple samples (or simulated samples) of the same size to gauge the variation in estimates or predictions. For example, estimate the mean word length in a book by randomly sampling words from the book; predict the winner of a school election based on randomly sampled survey data. Gauge how far off the estimate or prediction might be.",,,7,SP,2,,7.SP.2,
Math,1060,7.SP.3,7SP.3,SP7.3,Statistics & Probability,Draw informal comparative inferences about two populations.,"Informally assess the degree of visual overlap of two numerical data distributions with similar variabilities, measuring the difference between the centers by expressing it as a multiple of a measure of variability. For example, the mean height of players on the basketball team is 10 cm greater than the mean height of players on the soccer team, about twice the variability (mean absolute deviation) on either team; on a dot plot, the separation between the two distributions of heights is noticeable.",,,7,SP,3,,7.SP.3,
Math,1061,7.SP.4,7SP.4,SP7.4,Statistics & Probability,Draw informal comparative inferences about two populations.,"Use measures of center and measures of variability for numerical data from random samples to draw informal comparative inferences about two populations. For example, decide whether the words in a chapter of a seventh-grade science book are generally longer than the words in a chapter of a fourth-grade science book.",,,7,SP,4,,7.SP.4,
Math,1062,7.SP.5,7SP.5,SP7.5,Statistics & Probability,"Investigate chance processes and develop, use, and evaluate probability models.","Understand that the probability of a chance event is a number between 0 and 1 that expresses the likelihood of the event occurring. Larger numbers indicate greater likelihood. A probability near 0 indicates an unlikely event, a probability around 1/2 indicates an event that is neither unlikely nor likely, and a probability near 1 indicates a likely event.",,,7,SP,5,,7.SP.5,
Math,1063,7.SP.6,7SP.6,SP7.6,Statistics & Probability,"Investigate chance processes and develop, use, and evaluate probability models.","Approximate the probability of a chance event by collecting data on the chance process that produces it and observing its long-run relative frequency, and predict the approximate relative frequency given the probability. For example, when rolling a number cube 600 times, predict that a 3 or 6 would be rolled roughly 200 times, but probably not exactly 200 times.",,,7,SP,6,,7.SP.6,
Math,1064,7.SP.7,7SP.7,SP7.7,Statistics & Probability,"Investigate chance processes and develop, use, and evaluate probability models.","Develop a probability model and use it to find probabilities of events. Compare probabilities from a model to observed frequencies; if the agreement is not good, explain possible sources of the discrepancy.",,,7,SP,7,,7.SP.7,
Math,1065,7.SP.7.a,7SP.7.a,SP7.7.a,Statistics & Probability,"Investigate chance processes and develop, use, and evaluate probability models.","Develop a uniform probability model by assigning equal probability to all outcomes, and use the model to determine probabilities of events. For example, if a student is selected at random from a class, find the probability that Jane will be selected and the probability that a girl will be selected.",,,7,SP,7,a,7.SP.7.a,
Math,1066,7.SP.7.b,7SP.7.b,SP7.7.b,Statistics & Probability,"Investigate chance processes and develop, use, and evaluate probability models.","Develop a probability model (which may not be uniform) by observing frequencies in data generated from a chance process. For example, find the approximate probability that a spinning penny will land heads up or that a tossed paper cup will land open-end down. Do the outcomes for the spinning penny appear to be equally likely based on the observed frequencies?",,,7,SP,7,b,7.SP.7.b,
Math,1067,7.SP.8,7SP.8,SP7.8,Statistics & Probability,"Investigate chance processes and develop, use, and evaluate probability models.","Find probabilities of compound events using organized lists, tables, tree diagrams, and simulation.",,,7,SP,8,,7.SP.8,
Math,1068,7.SP.8.a,7SP.8.a,SP7.8.a,Statistics & Probability,"Investigate chance processes and develop, use, and evaluate probability models.","Understand that, just as with simple events, the probability of a compound event is the fraction of outcomes in the sample space for which the compound event occurs.",,,7,SP,8,a,7.SP.8.a,
Math,1069,7.SP.8.b,7SP.8.b,SP7.8.b,Statistics & Probability,"Investigate chance processes and develop, use, and evaluate probability models.","Represent sample spaces for compound events using methods such as organized lists, tables and tree diagrams. For an event described in everyday language (e.g., “rolling double sixes”), identify the outcomes in the sample space which compose the event.",,,7,SP,8,b,7.SP.8.b,
Math,1070,7.SP.8.c,7SP.8.c,SP7.8.c,Statistics & Probability,"Investigate chance processes and develop, use, and evaluate probability models.","Design and use a simulation to generate frequencies for compound events.  For example, use random digits as a simulation tool to approximate the answer to the question: If 40% of donors have type A blood, what is the probability that it will take at least 4 donors to find one with type A blood?",,,7,SP,8,c,7.SP.8.c,
Math,1071,8.NS.1,8NS.1,NS8.1,Number System,"Know that there are numbers that are not rational, and approximate them by rational numbers.","Know that numbers that are not rational are called irrational. Understand informally that every number has a decimal expansion; for rational numbers show that the decimal expansion repeats eventually, and convert a decimal expansion which repeats eventually into a rational number.",,,8,NS,1,,8.NS.1,
